Serial No.,DeviceId,StartTime,spd_bn,po_name,po_code,Newpo_code,spd_res_name,spd_vill,vill_tow_name,near_place,po_pri_nu,spd_emu_info,enu_name,enu_code,sup_name,sup_code,gp_inf_cons,disp_info_cons,now_name,gp_start,gp_part1,q1,q2,q3,q4,q5,q6,gp_part1_ter1,gp_part2,q9,q9_1,q10,q11,q12,q12_1,q12_oth,q13,gp_part3,q14,q15,q16,spd_q17,q17,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,gp_part4,q18,q18_oth,q19,q20,q20_oth,q21,q22,q23,spd_24,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q25,q26,gp_part5,q27,q28,q29,q30,q31,q32,gp_part6,q33,q34,q35,q36,gp_part7,q37,q37_oth,q38,q39,q39_oth,q40,q40_oth,q41,q42,q43,gp_part8,p8,flr1,flr2,flr3,gp_part9,q44,q44_oth,q45,q45_oth,q46,q46_oth,q47,spd_q48,q48_disp,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q48_23,q48_24,gp_part9a,part9a_q51,part9a_q52,part9a_q53,gp_part9b,part9b_q51,part9b_q52,part9b_q53,resut,KEY,PARENT_KEY,KEY-data
1130,8.69E+14,2019-05-01T10:59:23.672+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Surya Mandir,5,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,23,23,1,2,59,59,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,2,,1,6,,1,1,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,3,,,,,1,,3,,1,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,,,,,,,,,1,data[1130]/data[1],data[1130],data[1130]/data
1131,8.69E+14,2019-05-01T11:15:05.350+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Surya Mandir,6,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,25,25,1,2,29,29,,7,,2,1,1,,,3,3,3,3,3,1,3,1,,1,,1,8,,1,1,2,,,1,2,2,2,2,2,2,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,3,,,,,1,,999,Malakar,4,,2,,,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,,,,,,,,,1,data[1131]/data[1],data[1131],data[1131]/data
1132,8.69E+14,2019-05-01T11:55:50.863+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Sainji Mandir,7,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,28,28,1,2,60,60,,9,,3,1,1,,,3,3,3,3,3,1,3,1,,4,,1,3,,1,1,2,,,1,1,1,2,1,1,1,2,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,1,,,,,1,,1,,1,,3,,,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,,99,99,99,,,,,1,data[1132]/data[1],data[1132],data[1132]/data
1133,8.69E+14,2019-05-01T12:14:11.721+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Sainji Mandir,8,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,40,40,1,2,28,28,,12,,3,1,1,,,3,3,3,2,3,3,3,1,,4,,1,8,,1,2,2,,,1,2,1,1,2,2,1,1,,2,1,5,2,2,1,,99,99,99,2,,1,,1,1,,1,,4,1,2,,2,,,,,1,,1,,1,,3,,,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,,,,,,99,99,99,1,data[1133]/data[1],data[1133],data[1133]/data
1134,8.69E+14,2019-05-01T12:29:19.468+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmani ghat,Sainji Mandir,9,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,2,2,1,2,,,28,28,1,2,28,28,,7,,3,2,2,,,3,3,3,3,3,1,3,1,,7,,1,1,,1,1,2,,,1,1,1,1,1,1,1,2,,2,1,5,2,2,1,,99,99,99,2,,1,,1,1,,1,,4,1,2,,3,,,,,1,,1,,1,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,,,,,,,,,1,data[1134]/data[1],data[1134],data[1134]/data
1135,8.69E+14,2019-05-01T12:44:15.027+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmyani ghat ,Sanji Mandir ,10,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,14,,1,6,,1,1,3,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,2,2,,1,,,,,1,,23,,3,,2,,,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,,99,99,99,,,,,1,data[1135]/data[1],data[1135],data[1135]/data
1136,8.69E+14,2019-05-01T12:57:53.951+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmyani ghat,Sanji Mandir,11,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,1,59,59,,12,,4,1,1,,,3,3,3,3,3,1,3,1,,7,,1,6,,1,3,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,2,99,99,,2,,1,2,,2,,1,1,2,,2,,,,,1,,22,,3,,2,,,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,,,,,,99,99,99,1,data[1136]/data[1],data[1136],data[1136]/data
1137,8.69E+14,2019-05-01T13:11:02.914+05:30,,Tilha Dharamshala ramsagar road,171,171,,,Brahmyani ghat,Sainji Mandir,12,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,2,1,1,,,24,24,1,2,53,53,,9,,3,1,2,,,3,3,3,3,3,1,3,1,,14,,1,7,,1,1,2,,,1,1,1,1,1,1,1,2,,2,1,5,2,2,1,,99,2,99,2,,2,,1,2,,2,,1,1,2,,3,,,,,1,,23,,3,,2,,,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,,,,,,,,,1,data[1137]/data[1],data[1137],data[1137]/data
1138,8.69E+14,2019-05-01T09:37:32.220+05:30,,Tilha Dharamshala ramsagar road ,171,171,,,Brahmani ghat ,Surya Mandir ,1,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,40,40,1,2,28,28,,9,,3,1,1,,,3,3,3,3,3,1,3,1,,1,,1,4,,1,1,2,,,1,1,1,1,2,2,1,1,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,3,,,,,1,,1,,1,,3,,,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,,,,,,,,,1,data[1138]/data[1],data[1138],data[1138]/data
1139,8.69E+14,2019-05-01T08:32:56.928+05:30,,"Survey house lal kothi ,byaan bhag",163,163,,,Rampur,Shiv mandir,1,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,38,38,1,2,9,9,,12,,4,1,2,,,3,3,3,3,3,1,3,3,,3 4,,2,7 8,,2,3,1,,,2,2,2,2,2,1,3,2,,2,1,5,2,2,3,,1,2,1,2,,1,,2,4,,1,,3,1,1,,3,,,,,1,,26,,4,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,,,,,,,,,1,data[1139]/data[1],data[1139],data[1139]/data
1140,8.69E+14,2019-05-01T08:54:57.166+05:30,,"Survey house lal kothi ,byaan bhag",163,163,,, Rampur,Shiv mandir,2,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,3,3,3,3,3,1,3,2,,3,,2,7,,2,3,1,,,1,2,2,1,2,1,3,2,,1,1,5,2,2,3,,1,2,1,2,,1,,2,4,,1,,3,2,2,,1,,,,,1,,3,,1,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,1,1,2,,,,,1,data[1140]/data[1],data[1140],data[1140]/data
1141,8.69E+14,2019-05-01T09:25:45.792+05:30,,Survey house lal kothi byaan bhag,163,163,,,Rampur,Shiv mandir,3,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,31,31,1,2,999,999,Priv. Gard,9,,4,1,2,,,3,3,3,2,3,1,3,2,,2 3,,2,8 9,,2,3,1,,,2,2,2,1,2,1,2,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,4,,1,,3,1,1,,2,,,,,1,,9,,4,,3,,,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1141]/data[1],data[1141],data[1141]/data
1142,8.69E+14,2019-05-01T09:43:25.984+05:30,,Survey house lal kothi byaan bhag,163,163,,,Rampur, Shiv mandir,4,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,40,40,1,2,30,30,,6,,4,1,2,,,3,3,2,3,3,1,3,2,,1,,2,8,,2,5,,,,1,2,2,2,2,2,3,2,,2,1,5,2,2,3,,1,2,1,2,,1,,2,4,,1,,3,1,1,,3,,,,,1,,26,,4,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[1142]/data[1],data[1142],data[1142]/data
1143,8.69E+14,2019-05-01T10:13:40.979+05:30,,Survey house  lal kothi byaan bhag,163,163,,,Rampur,Pal mandir,5,,Rajesh Kumar 1,11,Rajesh Kumar,1,,,1,,,1,1,1,1,1,1,,,49,49,1,2,4,4,,13,,4,1,2,,,3,3,3,2,2,1,3,2,,4,,2,9,,2,3,1,,,2,2,2,2,2,2,2,2,,2,1,5,2,2,3,,1,2,1,2,,4,,2,4,,1,,2,1,1,,1,,,,,1,,11,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[1143]/data[1],data[1143],data[1143]/data
1144,8.69E+14,2019-05-01T10:59:41.356+05:30,,Survey house  lal kothi byaan bhag,163,163,,,Rampur,Devi mandir,6,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,3,3,3,3,2,1,2,2,,3 13,,2,7,,2,3,1,,,1,2,2,2,2,1,2,2,,2,1,5,2,2,98,,1,2,1,2,,1,,1,1,,1,,4,2,2,,2,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1144]/data[1],data[1144],data[1144]/data
1145,8.69E+14,2019-05-01T11:34:53.209+05:30,,Survey house lal kothi byaan bhag,163,163,,,Rampur,Devi mandir,7,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,25,25,1,2,55,55,,9,,4,1,2,,,3,3,3,3,2,1,2,2,,1,,2,20,,3,2,1,,,2,2,1,2,2,1,2,2,,2,1,5,2,2,3,,2,2,1,2,,1,,2,4,,1,,3,1,1,,3,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,,,,,,,,,1,data[1145]/data[1],data[1145],data[1145]/data
1146,8.69E+14,2019-05-01T12:00:31.871+05:30,,Survey house lal kothi byaan bhag,163,163,,,Rampur,Devi mandir,8,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,27,27,1,1,999,999,T.c,12,,4,1,2,,,3,3,3,3,3,1,3,3,,3,,2,8 9,,2,3,1,,,2,2,2,1,1,2,3,2,,2,1,5,2,2,3,,1,2,1,2,,4,,1,4,,1,,4,1,1,,1,,,,,1,,9,,4,,2,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,1,2,2,,,,,1,data[1146]/data[1],data[1146],data[1146]/data
1147,8.69E+14,2019-05-01T12:38:01.874+05:30,," ISurvey house lal kothi ,byaan bhag",163,163,,,Rampur,Deepak pustak,9,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,9,,4,1,2,,,3,3,3,3,3,1,3,3,,3,,2,7,,2,2,1,,,1,2,2,2,2,1,3,2,,1,1,2,2,2,3,,1,2,2,2,,1,,2,1,,1,,4,2,2,,2,,,,,1,,26,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,,,,,,2,2,2,1,data[1147]/data[1],data[1147],data[1147]/data
1148,8.69E+14,2019-05-01T13:06:43.558+05:30,,"Survey house lal kothi, byaan bhag",163,163,,,Rampur,Deepak pustak,10,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,4,1,2,,,3,3,3,2,3,1,3,2,,3,,2,9,,2,3,1,,,1,2,2,1,2,1,2,2,,2,2,5,2,2,3,,1,2,1,2,,1,,2,2,,1,,3,2,2,,3,,,,,1,,8,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1148]/data[1],data[1148],data[1148]/data
1149,8.69E+14,2019-05-01T13:21:08.542+05:30,,Survey house lal kothi byaan bhag,163,163,,, Rampur,Karina press,11,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,26,26,2,2,63,63,,6,,4,1,2,,,2,2,2,2,3,1,2,2,,2 3,,2,8 9,,2,5,,,,2,2,2,1,2,2,3,2,,2,2,5,98,1,98,,2,2,1,2,,1,,2,1,,1,,3,1,1,,1,,,,,1,,9,,4,,3,,,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,,1,1,2,,,,,1,data[1149]/data[1],data[1149],data[1149]/data
1150,8.69E+14,2019-05-01T13:45:27.071+05:30,,Survey house lal kothi byaan bhag,163,163,,,Rampur,Karina press,12,,Rajesh Kumar 1 ,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,7,,4,1,2,,,3,3,3,3,3,1,3,3,,1 3,,2,7 9,,2,2,1,,,1,2,2,2,2,1,2,2,,2,1,5,2,1,3,,1,2,1,2,,1,,2,1,,1,,3,2,2,,2,,,,,1,,9,,4,,3,,,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,,,,,,1,2,2,1,data[1150]/data[1],data[1150],data[1150]/data
1151,8.69E+14,2019-04-28T12:59:14.144+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Sant Thomas  acadmy,1,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,5,1,2,,,2,3,3,3,3,1,3,1,,4 5,,2,8,,2,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,2,2,,3,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,,,,,,,,,1,data[1151]/data[1],data[1151],data[1151]/data
1152,8.69E+14,2019-05-02T10:04:35.411+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Sant Thomas acadmy,2,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,2,1,59,59,,9,,4,2,2,,,2,2,2,2,3,1,3,1,,2,,2,6,,2,2,2,,,2,2,2,1,2,1,2,3,,2,1,5,2,98,98,,2,2,1,2,,1,,2,1,,1,,3,2,2,,1,,,,,1,,24,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[1152]/data[1],data[1152],data[1152]/data
1153,8.69E+14,2019-05-02T10:16:38.034+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Bardan  hospital,3,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,12,,6,1,2,,,2,3,3,3,3,1,3,1,,3,,2,8,,2,2,1,,,2,2,1,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,4,1,1,,2,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,1,1,data[1153]/data[1],data[1153],data[1153]/data
1154,8.69E+14,2019-05-02T10:34:08.902+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Near Nagendra dhayani kendra,4,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,9,,5,1,2,,,3,3,2,3,3,1,3,1,,21,,98,9,,2,2,1,,,2,2,1,1,2,1,98,3,,2,1,5,2,3,3,,2,2,1,2,,3,,2,3,,2,,2,2,2,,2,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,1,1,data[1154]/data[1],data[1154],data[1154]/data
1155,8.69E+14,2019-05-02T10:48:03.397+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Nagendra dhayani kendra,5,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,26,26,1,2,999,999,Sels man,12,,6,1,1,,,3,3,3,3,3,1,3,1,,21,,98,5 9,,2,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,2,3,,1,2,1,2,,1,,2,1,,1,,3,1,1,,3,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[1155]/data[1],data[1155],data[1155]/data
1156,8.69E+14,2019-05-02T11:10:48.973+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Nala per Gali me,6,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,20,20,2,2,27,27,,9,,4,1,2,,,3,3,2,2,3,1,3,1,,21,,98,8,,2,2,1,,,2,2,2,1,2,1,2,98,,2,1,5,99,98,99,,2,2,1,2,,1,,2,1,,1,,3,2,2,,1,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,,2,2,1,,,,,1,data[1156]/data[1],data[1156],data[1156]/data
1157,8.69E+14,2019-05-02T11:22:34.385+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Karu pandit ke bagal me,7,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,2,1,59,59,,7,,4,2,2,,,2,2,2,2,2,1,2,1,,21,,98,8,,2,2,2,,,2,3,2,2,2,1,2,3,,2,1,5,98,98,98,,2,2,1,2,,1,,2,1,,1,,3,2,2,,2,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[1157]/data[1],data[1157],data[1157]/data
1158,8.69E+14,2019-05-02T11:34:47.578+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Shiv Mandir ke Gali me,8,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,21,21,1,1,59,59,,12,,5,1,2,,,3,3,3,3,2,1,3,1,,3,,2,8 9,,2,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,2,2,,3,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1158]/data[1],data[1158],data[1158]/data
1159,8.69E+14,2019-05-02T11:47:08.615+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Shiv Mandir ke Gali me,9,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,27,27,2,1,59,59,,12,,5,1,2,,,2,2,3,2,3,1,3,1,,18,,2,20,,98,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,2,2,,1,,2,1,,1,,3,2,2,,1,,,,,1,,3,,1,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[1159]/data[1],data[1159],data[1159]/data
1160,8.69E+14,2019-05-02T12:17:12.343+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Durga astan ke bagal me,12,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,30,30,,4,,5,2,2,,,2,2,2,2,3,1,3,1,,21,,98,9,,2,2,1,,,1,2,2,1,2,1,7,3,,2,1,5,98,98,98,,2,2,2,2,,4,,2,4,,1,,3,1,1,,1,,,,,1,,999,Halwai,4,,2,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,2,,,,,1,data[1160]/data[1],data[1160],data[1160]/data
1161,8.69E+14,2019-05-02T13:06:53.680+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Shiv Mandir ke Gali me,10,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,26,26,1,2,19,19,,12,,5,2,2,,,2,2,3,2,2,1,3,1,,7,,2,8,,2,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,4,1,1,,2,,,,,1,,999,None,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[1161]/data[1],data[1161],data[1161]/data
1162,8.69E+14,2019-05-02T13:22:16.462+07,,Haridas seminari ucch vidyala gaya,184,184,,,Jaiprakash nagar,Mega Sinha doctor,11,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,5,1,2,,,3,3,3,3,3,1,3,1,,4,,2,7 8,,2,2,1,,,2,2,2,1,2,1,2,3,,2,1,5,2,3,3,,2,2,1,2,,1,,1,1,,1,,3,2,2,,3,,,,,1,,9,,4,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[1162]/data[1],data[1162],data[1162]/data
1163,8.69E+14,2019-05-02T08:18:02.768+05:30,,Chand chaura Madhya vidyalay Chand chaura,204,204,,,Ramsagar tola purvi road ka paschime bhag,Ramsagar talab,1,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,59,59,1,2,20,20,,13,,6,1,2,,,2,3,3,3,3,1,3,1,,1 4,,2,5 8,,2,1,2,,,1,2,2,1,2,1,1,4,,2,1,5,2,2,3,,1,1,1,2,,1,,1,4,,1,,4,1,1,,3,,,,,1,,4,,1,,3,,,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,,,,,,,,,1,data[1163]/data[1],data[1163],data[1163]/data
1164,8.69E+14,2019-05-02T08:50:43.851+05:30,,Chand chaura Madhya vidyalay Chand chaura,204,204,,,Ramsagar tola seva dal road,Ramsagar talab,2,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,11,,5,1,1,,,3,3,3,3,3,1,3,1,,3 13,,2,5 8,,2,1,1,,,1,2,2,1,2,1,7,4,,2,1,5,2,2,98,,1,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,999,Lala,1,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[1164]/data[1],data[1164],data[1164]/data
1165,8.69E+14,2019-05-02T09:08:56.873+05:30,,Chand chaura Madhya vidyalay Chand chaura,204,204,,,Ramsagar tola champat gali,Ramsagar talab,3,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,2,1,59,59,,9,,4,1,2,,,3,1,3,3,3,1,3,1,,1,,2,5 9,,1,1,2,,,1,3,2,1,2,1,7,4,,2,98,98,2,2,98,,1,2,1,2,,1,,2,1,,1,,4,1,1,,2,,,,,1,,23,,4,,3,,,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,2,2,2,1,data[1165]/data[1],data[1165],data[1165]/data
1166,8.69E+14,2019-05-02T10:46:20.156+05:30,,Chand chaura Madhya vidyalay Chand chaura,204,204,,,Ramsagar tola champat gali,Ramsagar talab,11,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,11,,5,1,2,,,3,1,3,3,3,1,3,1,,4,,2,5 9,,2,1,1,,,1,3,2,2,2,1,7,4,,2,1,5,2,2,98,,1,1,2,2,,1,,3,1,,1,,4,1,1,,1,,,,,1,,12,,1,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,,2,2,1,,,,,1,data[1166]/data[1],data[1166],data[1166]/data
1167,8.69E+14,2019-05-02T15:48:31.033+05:30,,Chand chaura Madhya vidyalay Chand chaura,204,204,,,Ramsagar tola champat gali,Ramsagar talab,4,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,1,59,59,,12,,6,1,2,,,3,2,3,3,2,1,3,2,,1 3,,2,5 8,,2,2,1,,,1,2,2,1,2,1,2,3,,2,1,5,2,2,3,,2,2,1,2,,1,,2,4,,1,,3,1,1,,3,,,,,1,,23,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[1167]/data[1],data[1167],data[1167]/data
1168,8.69E+14,2019-05-02T16:10:35.093+05:30,,Chand chaura Madhya vidyalay chand chaura,204,204,,,Ramsagar tola champat gali,Ramsagar talab,5,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,30,30,1,2,3,3,,13,,6,1,1,,,3,3,3,3,3,1,3,3,,1 4,,2,5 9,,2,3,1,,,1,2,2,1,2,2,7,4,,2,1,5,2,2,98,,1,2,1,2,,1,,1,4,,1,,3,1,1,,1,,,,,1,,4,,1,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,,2,2,1,,,,,1,data[1168]/data[1],data[1168],data[1168]/data
